MASTER RESULTS — TEXT VERSION FOR A TEXT-ONLY AI

Source file: master_results.csv
Rows: 513
Columns: 15

COLUMN SCHEMA
- model: Model variant name
- seq_len: Sequence length used in evaluation/training condition
- decoys: Number of decoys / distractors
- repeats: Repeat count for the target pattern
- seed: Random seed
- val_acc: Validation accuracy
- router_acc1: Top-1 router accuracy
- recall_at_m: Recall at M retrieved candidates
- pointer_acc: Pointer accuracy after retrieval/disambiguation
- router_miss: Router miss rate
- pointer_miss: Pointer miss rate
- value_miss: Value miss rate
- infer_ms_no_y: Inference time in milliseconds (no_y variant)
- peak_mem_mb: Peak memory in MB
- run_dir: Run directory path

PARSING NOTE
The table below is TAB-SEPARATED (TSV).
Each line after the header is one row.
Do not assume sorting beyond the original file order.

BEGIN_TSV
model	seq_len	decoys	repeats	seed	val_acc	router_acc1	recall_at_m	pointer_acc	router_miss	pointer_miss	value_miss	infer_ms_no_y	peak_mem_mb	run_dir
rft_base	4096	64	2	1	0.849844	0.737031	1	0.854531	0	0.145469	0.02	3.679519	340.670898	runs/20260331_043036__step2_base_r2_d64/model=rft_base__L=4096__seed=1__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	64	2	2	0.854688	0.75625	0.999687	0.86026	0.000313	0.139687	0.020156	3.466322	340.670898	runs/20260331_043036__step2_base_r2_d64/model=rft_base__L=4096__seed=2__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	64	4	0	0.843594	0.678906	0.999844	0.847031	0.000156	0.152969	0.01875	3.616543	456.73291	runs/20260331_081607__step2_base_r4_d64/model=rft_base__L=4096__seed=0__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	64	4	1	0.843437	0.703906	1	0.852969	0	0.147031	0.02125	3.558134	340.670898	runs/20260331_081607__step2_base_r4_d64/model=rft_base__L=4096__seed=1__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	64	4	2	0.844688	0.720938	0.999687	0.849802	0.000313	0.150156	0.020313	3.462779	340.670898	runs/20260331_081607__step2_base_r4_d64/model=rft_base__L=4096__seed=2__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	1	0	0.816406	0.708594	0.998281	0.824521	0.001719	0.175156	0.022812	3.470971	456.73291	runs/20260331_012514__step2_base_r1_d128/model=rft_base__L=4096__seed=0__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	1	1	0.830313	0.709219	1	0.834375	0	0.165625	0.02125	3.575876	340.670898	runs/20260331_012514__step2_base_r1_d128/model=rft_base__L=4096__seed=1__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	1	2	0.823125	0.736563	0.999219	0.833938	0.000781	0.165937	0.025313	3.597813	340.670898	runs/20260331_012514__step2_base_r1_d128/model=rft_base__L=4096__seed=2__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	2	0	0.841719	0.699844	1	0.847969	0	0.152031	0.020781	3.594864	456.73291	runs/20260331_051032__step2_base_r2_d128/model=rft_base__L=4096__seed=0__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	2	1	0.822812	0.685781	0.998125	0.828531	0.001875	0.171094	0.02125	3.617997	340.670898	runs/20260331_051032__step2_base_r2_d128/model=rft_base__L=4096__seed=1__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	2	2	0.827969	0.703906	0.999844	0.836531	0.000156	0.163438	0.024688	3.568374	340.670898	runs/20260331_051032__step2_base_r2_d128/model=rft_base__L=4096__seed=2__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	4	0	0.836719	0.657344	1	0.841406	0	0.158594	0.020313	3.569521	456.733398	runs/20260331_085609__step2_base_r4_d128/model=rft_base__L=4096__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	4	1	0.83375	0.670625	0.999844	0.840604	0.000156	0.159375	0.021094	3.615334	340.670898	runs/20260331_085609__step2_base_r4_d128/model=rft_base__L=4096__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	128	4	2	0.837969	0.701875	0.999687	0.843865	0.000313	0.156094	0.021719	3.494175	340.670898	runs/20260331_085609__step2_base_r4_d128/model=rft_base__L=4096__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	1	0	0.820312	0.658438	0.999062	0.827698	0.000937	0.172187	0.023906	3.600179	456.729492	runs/20260331_022303__step2_base_r1_d256/model=rft_base__L=4096__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	1	1	0.828281	0.665625	0.998594	0.837469	0.001406	0.162344	0.026875	3.65226	340.670898	runs/20260331_022303__step2_base_r1_d256/model=rft_base__L=4096__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	1	2	0.821406	0.679375	0.998906	0.827271	0.001094	0.1725	0.0225	3.659612	340.670898	runs/20260331_022303__step2_base_r1_d256/model=rft_base__L=4096__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	2	0	0.820937	0.648438	0.99875	0.828635	0.00125	0.171094	0.025156	3.683553	456.73291	runs/20260331_060951__step2_base_r2_d256/model=rft_base__L=4096__seed=0__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	2	1	0.815469	0.634531	0.998125	0.824354	0.001875	0.175313	0.024531	3.693793	340.670898	runs/20260331_060951__step2_base_r2_d256/model=rft_base__L=4096__seed=1__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	2	2	0.821562	0.681094	0.999687	0.827948	0.000313	0.172031	0.024375	3.600138	340.670898	runs/20260331_060951__step2_base_r2_d256/model=rft_base__L=4096__seed=2__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	4	0	0.830781	0.657188	0.999687	0.837	0.000313	0.162969	0.022187	3.583427	456.729492	runs/20260331_095443__step2_base_r4_d256/model=rft_base__L=4096__seed=0__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	4	1	0.828438	0.648594	0.998594	0.836031	0.001406	0.16375	0.021875	3.546337	340.670898	runs/20260331_095443__step2_base_r4_d256/model=rft_base__L=4096__seed=1__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	4096	256	4	2	0.824844	0.674375	0.999531	0.837615	0.000469	0.162344	0.027187	3.461857	340.670898	runs/20260331_095443__step2_base_r4_d256/model=rft_base__L=4096__seed=2__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	1	0	0.90125	0.855781	1	0.902188	0	0.097812	0.010469	5.011498	865.85791	runs/20260330_234321__step2_base_r1_d32/model=rft_base__L=8192__seed=0__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	1	1	0.897656	0.87	1	0.901875	0	0.098125	0.012031	4.988068	606.217773	runs/20260330_234321__step2_base_r1_d32/model=rft_base__L=8192__seed=1__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	1	2	0.897969	0.857187	1	0.90125	0	0.09875	0.011875	5.06282	606.217773	runs/20260330_234321__step2_base_r1_d32/model=rft_base__L=8192__seed=2__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	2	0	0.865	0.811094	1	0.872344	0	0.127656	0.020625	5.021676	865.858887	runs/20260331_040021__step2_base_r2_d32/model=rft_base__L=8192__seed=0__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	2	1	0.860156	0.804531	1	0.869062	0	0.130938	0.018906	5.065175	606.217773	runs/20260331_040021__step2_base_r2_d32/model=rft_base__L=8192__seed=1__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	2	2	0.87	0.819063	1	0.872188	0	0.127812	0.016563	5.011395	606.217773	runs/20260331_040021__step2_base_r2_d32/model=rft_base__L=8192__seed=2__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	4	0	0.850625	0.766094	1	0.860313	0	0.139687	0.022969	5.051392	865.858887	runs/20260331_074521__step2_base_r4_d32/model=rft_base__L=8192__seed=0__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	4	1	0.855938	0.764062	1	0.861875	0	0.138125	0.01875	5.044675	606.217773	runs/20260331_074521__step2_base_r4_d32/model=rft_base__L=8192__seed=1__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	32	4	2	0.847812	0.774844	1	0.85375	0	0.14625	0.018906	5.022454	606.217773	runs/20260331_074521__step2_base_r4_d32/model=rft_base__L=8192__seed=2__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	1	0	0.851094	0.789375	1	0.853437	0	0.146563	0.017188	5.027103	865.85791	runs/20260331_004600__step2_base_r1_d64/model=rft_base__L=8192__seed=0__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	1	1	0.85375	0.804375	1	0.859219	0	0.140781	0.018281	4.993577	606.217773	runs/20260331_004600__step2_base_r1_d64/model=rft_base__L=8192__seed=1__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	1	2	0.855625	0.805469	1	0.85625	0	0.14375	0.015312	5.065298	606.217773	runs/20260331_004600__step2_base_r1_d64/model=rft_base__L=8192__seed=2__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	2	0	0.848281	0.750469	1	0.853281	0	0.146719	0.017188	5.091906	865.858398	runs/20260331_043036__step2_base_r2_d64/model=rft_base__L=8192__seed=0__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	2	1	0.846094	0.762969	0.999844	0.852323	0.000156	0.147656	0.018594	5.071081	606.217773	runs/20260331_043036__step2_base_r2_d64/model=rft_base__L=8192__seed=1__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	2	2	0.858125	0.786563	0.999687	0.865104	0.000313	0.134844	0.020313	5.100974	606.217773	runs/20260331_043036__step2_base_r2_d64/model=rft_base__L=8192__seed=2__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	4	0	0.840313	0.731719	0.999375	0.845375	0.000625	0.154531	0.018906	5.084856	865.858887	runs/20260331_081607__step2_base_r4_d64/model=rft_base__L=8192__seed=0__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	4	1	0.845	0.729844	0.999844	0.84826	0.000156	0.151719	0.018437	5.030912	606.217773	runs/20260331_081607__step2_base_r4_d64/model=rft_base__L=8192__seed=1__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	64	4	2	0.845625	0.756094	0.999687	0.852146	0.000313	0.147813	0.021406	5.06114	606.217773	runs/20260331_081607__step2_base_r4_d64/model=rft_base__L=8192__seed=2__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	1	0	0.827344	0.733125	0.99875	0.839927	0.00125	0.159844	0.025	5.090775	865.85791	runs/20260331_012514__step2_base_r1_d128/model=rft_base__L=8192__seed=0__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	1	1	0.824063	0.750625	0.998906	0.829021	0.001094	0.170781	0.022031	5.07564	606.217773	runs/20260331_012514__step2_base_r1_d128/model=rft_base__L=8192__seed=1__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	1	2	0.82	0.759062	0.999844	0.826219	0.000156	0.17375	0.022969	5.102367	606.217773	runs/20260331_012514__step2_base_r1_d128/model=rft_base__L=8192__seed=2__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	2	0	0.833594	0.741719	0.999219	0.842594	0.000781	0.157344	0.022656	5.02741	865.858398	runs/20260331_051032__step2_base_r2_d128/model=rft_base__L=8192__seed=0__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	2	1	0.8325	0.7325	0.998437	0.84151	0.001563	0.158281	0.022969	4.976681	606.217773	runs/20260331_051032__step2_base_r2_d128/model=rft_base__L=8192__seed=1__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	2	2	0.824531	0.74625	0.999062	0.832208	0.000937	0.167656	0.022187	5.097779	606.217773	runs/20260331_051032__step2_base_r2_d128/model=rft_base__L=8192__seed=2__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	4	0	0.839219	0.705156	0.999375	0.842667	0.000625	0.157188	0.019531	5.066957	865.854492	runs/20260331_085609__step2_base_r4_d128/model=rft_base__L=8192__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	4	1	0.836875	0.701719	0.997656	0.846509	0.002344	0.153125	0.022031	5.05641	606.217773	runs/20260331_085609__step2_base_r4_d128/model=rft_base__L=8192__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	128	4	2	0.828438	0.729688	0.999687	0.833677	0.000313	0.16625	0.021406	5.061181	606.217773	runs/20260331_085609__step2_base_r4_d128/model=rft_base__L=8192__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	1	0	0.819531	0.690781	0.998125	0.825438	0.001875	0.174219	0.022344	5.076234	865.85791	runs/20260331_022303__step2_base_r1_d256/model=rft_base__L=8192__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	1	1	0.82625	0.701406	0.99875	0.836979	0.00125	0.162812	0.024844	5.061284	606.217773	runs/20260331_022303__step2_base_r1_d256/model=rft_base__L=8192__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	1	2	0.817187	0.713906	0.998437	0.828375	0.001563	0.171406	0.02625	5.05301	606.217773	runs/20260331_022303__step2_base_r1_d256/model=rft_base__L=8192__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	2	0	0.817813	0.680156	0.999375	0.830829	0.000625	0.169063	0.0275	5.064498	865.854492	runs/20260331_060951__step2_base_r2_d256/model=rft_base__L=8192__seed=0__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	2	1	0.815156	0.670312	0.998906	0.822802	0.001094	0.177031	0.02375	5.033226	606.217773	runs/20260331_060951__step2_base_r2_d256/model=rft_base__L=8192__seed=1__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	2	2	0.823594	0.690469	0.999219	0.832344	0.000781	0.1675	0.024844	5.083054	606.217773	runs/20260331_060951__step2_base_r2_d256/model=rft_base__L=8192__seed=2__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	4	0	0.817813	0.671562	0.998125	0.827935	0.001875	0.171875	0.024375	5.061468	865.85791	runs/20260331_095443__step2_base_r4_d256/model=rft_base__L=8192__seed=0__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	4	1	0.813906	0.661406	0.997656	0.822781	0.002344	0.176875	0.023594	5.01375	606.217773	runs/20260331_095443__step2_base_r4_d256/model=rft_base__L=8192__seed=1__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_base	8192	256	4	2	0.84	0.695625	0.999375	0.842458	0.000625	0.1575	0.022656	5.041521	606.217773	runs/20260331_095443__step2_base_r4_d256/model=rft_base__L=8192__seed=2__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	1	0	0.925312	0.820781	1	0.92375	0	0.07625	0.00625	3.673331	153.42627	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=1024__seed=0__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	1	0	0.925312	0.820781	1	0.92375	0	0.07625	0.00625	4.054958	153.42627	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=1024__seed=0__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	1	1	0.934531	0.827344	1	0.937344	0	0.062656	0.00875	3.679519	148.55957	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=1024__seed=1__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	1	1	0.934531	0.827344	1	0.937344	0	0.062656	0.00875	3.972076	148.55957	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=1024__seed=1__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	1	2	0.927344	0.82625	1	0.927188	0	0.072813	0.006562	3.624507	148.55957	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=1024__seed=2__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	1	2	0.927344	0.82625	1	0.927188	0	0.072813	0.006562	4.008653	148.55957	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=1024__seed=2__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	2	0	0.914219	0.769531	0.999844	0.915604	0.000156	0.084375	0.008594	3.693317	153.42627	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=1024__seed=0__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	2	1	0.915781	0.770781	1	0.917188	0	0.082812	0.010313	3.801275	148.55957	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=1024__seed=1__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	2	2	0.908594	0.780312	1	0.911719	0	0.088281	0.009062	3.667068	148.55957	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=1024__seed=2__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	4	0	0.912188	0.776406	0.999844	0.915937	0.000156	0.084062	0.00875	3.73207	153.425781	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=1024__seed=0__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	4	1	0.917344	0.775781	1	0.919531	0	0.080469	0.008594	3.691601	148.55957	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=1024__seed=1__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	32	4	2	0.926875	0.793906	1	0.928125	0	0.071875	0.006719	3.656004	148.55957	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=1024__seed=2__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	1	0	0.905937	0.769375	1	0.911406	0	0.088594	0.011094	4.010762	153.42627	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=1024__seed=0__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	1	1	0.910625	0.779219	0.999844	0.911083	0.000156	0.088906	0.008906	3.964989	148.55957	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=1024__seed=1__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	1	2	0.903594	0.783281	1	0.904219	0	0.095781	0.010625	4.138435	148.55957	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=1024__seed=2__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	2	0	0.909687	0.76625	1	0.915937	0	0.084062	0.013594	3.726683	153.42627	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=1024__seed=0__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	2	1	0.919063	0.768594	1	0.922656	0	0.077344	0.009687	3.751731	148.55957	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=1024__seed=1__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	2	2	0.921562	0.77125	1	0.919375	0	0.080625	0.0075	3.683002	148.55957	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=1024__seed=2__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	4	0	0.916406	0.776094	0.999844	0.917188	0.000156	0.082812	0.009687	3.680587	153.425781	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=1024__seed=0__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	4	1	0.916875	0.783125	0.999844	0.922802	0.000156	0.077188	0.00875	3.737307	148.55957	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=1024__seed=1__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	64	4	2	0.904375	0.786875	1	0.906406	0	0.093594	0.009219	3.670792	148.55957	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=1024__seed=2__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	1	0	0.900937	0.762969	0.999844	0.903125	0.000156	0.096875	0.009844	4.068372	153.425781	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=1024__seed=0__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	1	1	0.910781	0.7525	0.999844	0.910458	0.000156	0.089531	0.009844	4.062597	148.55957	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=1024__seed=1__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	1	2	0.902813	0.772031	0.999844	0.903573	0.000156	0.096406	0.009375	4.100014	148.55957	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=1024__seed=2__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	2	0	0.90625	0.775469	0.999844	0.90874	0.000156	0.09125	0.009219	3.67073	153.42627	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=1024__seed=0__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	2	1	0.908125	0.762344	0.999219	0.909771	0.000781	0.090156	0.009531	3.682708	148.55957	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=1024__seed=1__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	2	2	0.908125	0.781563	0.999531	0.90949	0.000469	0.090469	0.008281	3.647427	148.55957	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=1024__seed=2__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	4	0	0.914687	0.781406	0.999844	0.914823	0.000156	0.085156	0.009219	3.677574	153.42041	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=1024__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	4	1	0.909531	0.78	0.999219	0.911521	0.000781	0.088438	0.010625	3.703376	148.55957	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=1024__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	128	4	2	0.911719	0.803906	0.999375	0.912594	0.000625	0.087344	0.009844	3.712637	148.55957	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=1024__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	1	0	0.907969	0.788594	0.998437	0.911292	0.001563	0.088594	0.012031	3.753364	153.425781	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=1024__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	1	1	0.895	0.780781	0.998594	0.897417	0.001406	0.1025	0.009062	3.684599	148.55957	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=1024__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	1	2	0.913438	0.794219	0.999375	0.915885	0.000625	0.084062	0.009687	3.678657	148.55957	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=1024__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	2	0	0.915937	0.789062	0.998594	0.91899	0.001406	0.080937	0.0075	3.718532	153.42041	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=1024__seed=0__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	2	1	0.910312	0.780469	0.998437	0.914208	0.001563	0.085625	0.010781	3.733925	148.55957	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=1024__seed=1__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	2	2	0.915312	0.795625	0.998906	0.91925	0.001094	0.080625	0.009844	3.752351	148.55957	runs/20260401_004319__step2_ocr_r2_d256/model=rft_ocr_head__L=1024__seed=2__decoys=256__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	4	0	0.918438	0.786875	0.999219	0.9215	0.000781	0.078437	0.007812	3.78788	153.42041	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=1024__seed=0__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	4	1	0.911875	0.788125	0.999062	0.913563	0.000937	0.086406	0.0075	3.80127	148.55957	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=1024__seed=1__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	1024	256	4	2	0.914687	0.814844	0.998906	0.916156	0.001094	0.08375	0.008281	3.852861	148.55957	runs/20260401_043931__step2_ocr_r4_d256/model=rft_ocr_head__L=1024__seed=2__decoys=256__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	1	0	0.926406	0.809375	1	0.930156	0	0.069844	0.009844	3.621581	255.708496	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=2048__seed=0__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	1	0	0.926406	0.809375	1	0.930156	0	0.069844	0.009844	3.978117	255.708496	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=2048__seed=0__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
