MASTER RESULTS — TEXT VERSION FOR A TEXT-ONLY AI

Source file: master_results.csv
Rows: 513
Columns: 15

COLUMN SCHEMA
- model: Model variant name
- seq_len: Sequence length used in evaluation/training condition
- decoys: Number of decoys / distractors
- repeats: Repeat count for the target pattern
- seed: Random seed
- val_acc: Validation accuracy
- router_acc1: Top-1 router accuracy
- recall_at_m: Recall at M retrieved candidates
- pointer_acc: Pointer accuracy after retrieval/disambiguation
- router_miss: Router miss rate
- pointer_miss: Pointer miss rate
- value_miss: Value miss rate
- infer_ms_no_y: Inference time in milliseconds (no_y variant)
- peak_mem_mb: Peak memory in MB
- run_dir: Run directory path

PARSING NOTE
The table below is TAB-SEPARATED (TSV).
Each line after the header is one row.
Do not assume sorting beyond the original file order.

BEGIN_TSV
model	seq_len	decoys	repeats	seed	val_acc	router_acc1	recall_at_m	pointer_acc	router_miss	pointer_miss	value_miss	infer_ms_no_y	peak_mem_mb	run_dir
rft_ocr_head	2048	32	1	1	0.921562	0.8025	1	0.9225	0	0.0775	0.007656	3.680769	214.956055	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=2048__seed=1__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	1	1	0.921562	0.8025	1	0.9225	0	0.0775	0.007656	3.874202	214.956055	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=2048__seed=1__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	1	2	0.9225	0.823438	1	0.923594	0	0.076406	0.008438	3.931976	214.956055	runs/20260331_001309__step2_ocr_r1_d32/model=rft_ocr_head__L=2048__seed=2__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	1	2	0.9225	0.823438	1	0.923594	0	0.076406	0.008438	3.872789	214.956055	runs/20260331_113149__step2_ocr_r1_d32/model=rft_ocr_head__L=2048__seed=2__decoys=32__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	2	0	0.921406	0.749062	1	0.922813	0	0.077188	0.009062	3.703624	255.70752	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=2048__seed=0__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	2	1	0.905781	0.732812	1	0.907656	0	0.092344	0.011094	3.720274	214.956055	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=2048__seed=1__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	2	2	0.925469	0.754844	1	0.929375	0	0.070625	0.009531	3.697418	214.956055	runs/20260331_222835__step2_ocr_r2_d32/model=rft_ocr_head__L=2048__seed=2__decoys=32__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	4	0	0.921875	0.724063	0.999844	0.923104	0.000156	0.076875	0.009219	3.729146	255.708008	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=2048__seed=0__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	4	1	0.917813	0.709688	1	0.918438	0	0.081562	0.007969	3.673879	214.956055	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=2048__seed=1__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	32	4	2	0.914219	0.734688	1	0.914375	0	0.085625	0.009219	3.65013	214.956055	runs/20260401_022130__step2_ocr_r4_d32/model=rft_ocr_head__L=2048__seed=2__decoys=32__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	1	0	0.905156	0.745156	1	0.910625	0	0.089375	0.0125	4.114555	255.708008	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=2048__seed=0__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	1	1	0.918438	0.751406	1	0.9225	0	0.0775	0.010469	3.983585	214.956055	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=2048__seed=1__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	1	2	0.907188	0.754219	1	0.913594	0	0.086406	0.012656	4.015985	214.956055	runs/20260331_133758__step2_ocr_r1_d64/model=rft_ocr_head__L=2048__seed=2__decoys=64__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	2	0	0.918281	0.722812	0.999844	0.919375	0.000156	0.080625	0.009062	3.676772	255.708008	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=2048__seed=0__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	2	1	0.899844	0.709375	1	0.905156	0	0.094844	0.011719	3.642368	214.956055	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=2048__seed=1__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	2	2	0.901094	0.732812	0.999844	0.906094	0.000156	0.093906	0.012656	3.659489	214.956055	runs/20260331_230047__step2_ocr_r2_d64/model=rft_ocr_head__L=2048__seed=2__decoys=64__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	4	0	0.90375	0.710156	0.999375	0.905073	0.000625	0.094844	0.007656	3.781098	255.707031	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=2048__seed=0__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	4	1	0.902031	0.691875	0.999844	0.901531	0.000156	0.098437	0.007969	3.72652	214.956055	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=2048__seed=1__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	64	4	2	0.905469	0.724531	0.999687	0.908417	0.000313	0.091563	0.010469	3.708744	214.956055	runs/20260401_025503__step2_ocr_r4_d64/model=rft_ocr_head__L=2048__seed=2__decoys=64__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	1	0	0.896094	0.703125	0.999531	0.900125	0.000469	0.099844	0.012656	4.138045	255.707031	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	1	1	0.9025	0.700156	0.997969	0.906063	0.002031	0.09375	0.010937	3.718635	214.956055	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	1	2	0.893437	0.710781	0.999062	0.898479	0.000937	0.101406	0.010313	3.990671	214.956055	runs/20260331_164132__step2_ocr_r1_d128/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	2	0	0.897969	0.702656	0.999687	0.89999	0.000313	0.1	0.009531	3.681197	255.707031	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	2	1	0.903594	0.703281	0.999687	0.907958	0.000313	0.092031	0.010625	3.679805	214.956055	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	2	2	0.905625	0.723906	0.999531	0.907313	0.000469	0.092656	0.010781	3.668194	214.956055	runs/20260331_234248__step2_ocr_r2_d128/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=2__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.89625	0.705625	0.999531	0.90074	0.000469	0.099219	0.014219	3.749028	253.447266	runs/20260329_185842__ocr_ablate_loss005_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.895938	0.702344	0.999531	0.896688	0.000469	0.103281	0.010313	3.705938	253.447266	runs/20260329_194636__ocr_ablate_loss010_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.89625	0.699063	1	0.897813	0	0.102188	0.011719	3.709297	253.447266	runs/20260329_203345__ocr_ablate_loss020_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.895	0.70625	1	0.899844	0	0.100156	0.013125	3.684352	253.447266	runs/20260329_212118__ocr_ablate_loss050_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.894375	0.703438	0.999531	0.899354	0.000469	0.100625	0.014063	3.804549	253.447266	runs/20260330_040822__ocr_ablate_margin005_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.89625	0.705625	0.999531	0.90074	0.000469	0.099219	0.014219	3.637437	253.447266	runs/20260330_045553__ocr_ablate_margin010_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.897344	0.700469	0.999687	0.902156	0.000313	0.097812	0.013437	3.714273	253.447266	runs/20260330_054358__ocr_ablate_margin020_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.874375	0.700313	0.999687	0.880875	0.000313	0.119063	0.016563	3.628278	252.694336	runs/20260330_101911__ocr_ablate_dim064_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.89625	0.705625	0.999531	0.90074	0.000469	0.099219	0.014219	3.672658	253.447266	runs/20260330_110650__ocr_ablate_dim128_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.901719	0.6975	0.999375	0.906979	0.000625	0.092969	0.011562	3.752694	255.707031	runs/20260330_115412__ocr_ablate_dim256_repeats4/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	0	0.901719	0.6975	0.999375	0.906979	0.000625	0.092969	0.011562	3.701289	255.707031	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=2048__seed=0__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.884687	0.709844	0.999219	0.889813	0.000781	0.110156	0.011875	3.734753	210.424805	runs/20260329_185842__ocr_ablate_loss005_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.887344	0.713594	0.999219	0.888375	0.000781	0.111562	0.011094	3.71716	210.424805	runs/20260329_194636__ocr_ablate_loss010_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.882031	0.707812	0.998906	0.888188	0.001094	0.111719	0.012969	3.735183	210.424805	runs/20260329_203345__ocr_ablate_loss020_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.884219	0.705	0.999219	0.886646	0.000781	0.113281	0.0125	3.656683	210.424805	runs/20260329_212118__ocr_ablate_loss050_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.889844	0.70375	0.999219	0.89449	0.000781	0.105469	0.011562	3.674255	210.424805	runs/20260330_040822__ocr_ablate_margin005_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.884687	0.709844	0.999219	0.889813	0.000781	0.110156	0.011875	3.731968	210.424805	runs/20260330_045553__ocr_ablate_margin010_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.887813	0.70625	0.999375	0.890552	0.000625	0.109375	0.0125	3.751424	210.424805	runs/20260330_054358__ocr_ablate_margin020_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.879062	0.705	0.999375	0.880385	0.000625	0.119531	0.014219	3.782545	208.918945	runs/20260330_101911__ocr_ablate_dim064_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.884687	0.709844	0.999219	0.889813	0.000781	0.110156	0.011875	3.739238	210.424805	runs/20260330_110650__ocr_ablate_dim128_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.898438	0.707656	0.999219	0.901219	0.000781	0.09875	0.011562	3.723469	214.944336	runs/20260330_115412__ocr_ablate_dim256_repeats4/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	1	0.898438	0.707656	0.999219	0.901219	0.000781	0.09875	0.011562	3.70772	214.956055	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=2048__seed=1__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.898906	0.728906	0.999687	0.899188	0.000313	0.100781	0.009687	3.718635	210.424805	runs/20260329_185842__ocr_ablate_loss005_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.89625	0.728594	0.999844	0.900458	0.000156	0.099531	0.013594	3.720551	210.424805	runs/20260329_194636__ocr_ablate_loss010_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.90125	0.732812	0.999531	0.903375	0.000469	0.096562	0.010469	3.717038	210.424805	runs/20260329_203345__ocr_ablate_loss020_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.889687	0.7275	0.999844	0.895302	0.000156	0.104688	0.01375	3.705119	210.424805	runs/20260329_212118__ocr_ablate_loss050_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.896875	0.727656	0.999531	0.899021	0.000469	0.100937	0.010781	3.782733	210.424805	runs/20260330_040822__ocr_ablate_margin005_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.898906	0.728906	0.999687	0.899188	0.000313	0.100781	0.009687	3.717079	210.424805	runs/20260330_045553__ocr_ablate_margin010_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.89625	0.728594	0.999531	0.899802	0.000469	0.100156	0.010469	3.737436	210.424805	runs/20260330_054358__ocr_ablate_margin020_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.8875	0.720156	0.999844	0.894208	0.000156	0.105781	0.016406	3.695186	208.918945	runs/20260330_101911__ocr_ablate_dim064_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.898906	0.728906	0.999687	0.899188	0.000313	0.100781	0.009687	3.692626	210.424805	runs/20260330_110650__ocr_ablate_dim128_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.904531	0.734531	0.999375	0.905896	0.000625	0.094062	0.012031	3.786383	214.944336	runs/20260330_115412__ocr_ablate_dim256_repeats4/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	128	4	2	0.904531	0.734531	0.999375	0.905896	0.000625	0.094062	0.012031	3.716444	214.956055	runs/20260401_033749__step2_ocr_r4_d128/model=rft_ocr_head__L=2048__seed=2__decoys=128__repeats=4__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.87875	0.709375	0.998437	0.882865	0.001563	0.117031	0.01375	3.660349	253.441895	runs/20260329_230838__ocr_ablate_loss005_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.877812	0.703125	0.997812	0.883438	0.002188	0.116406	0.013594	3.679171	253.441895	runs/20260330_002251__ocr_ablate_loss010_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.879062	0.717812	0.997969	0.883615	0.002031	0.11625	0.01375	3.638702	253.441895	runs/20260330_013827__ocr_ablate_loss020_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.87375	0.707656	0.998125	0.877229	0.001875	0.122656	0.012344	3.666838	253.441895	runs/20260330_025354__ocr_ablate_loss050_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.879219	0.712187	0.998281	0.882688	0.001719	0.117188	0.013281	3.65997	253.441895	runs/20260330_063133__ocr_ablate_margin005_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.87875	0.709375	0.998437	0.882865	0.001563	0.117031	0.01375	3.645645	253.441895	runs/20260330_074825__ocr_ablate_margin010_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.876719	0.714844	0.997812	0.879969	0.002188	0.119844	0.012656	3.840164	253.441895	runs/20260330_090311__ocr_ablate_margin020_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.868906	0.7075	0.997656	0.871813	0.002344	0.127969	0.013437	3.63649	252.688965	runs/20260330_124159__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.868906	0.7075	0.997656	0.871813	0.002344	0.127969	0.013437	3.63348	252.688965	runs/20260330_134744__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.87875	0.709375	0.998437	0.882865	0.001563	0.117031	0.01375	3.674257	253.441895	runs/20260330_150155__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.890938	0.71375	0.998125	0.895	0.001875	0.104844	0.012812	3.613327	255.70166	runs/20260330_161813__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.868906	0.7075	0.997656	0.871813	0.002344	0.127969	0.013437	3.702395	252.688965	runs/20260330_181527__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.87875	0.709375	0.998437	0.882865	0.001563	0.117031	0.01375	3.565568	253.441895	runs/20260330_193133__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.890938	0.71375	0.998125	0.895	0.001875	0.104844	0.012812	3.71882	255.70166	runs/20260330_204645__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	0	0.890938	0.71375	0.998125	0.895	0.001875	0.104844	0.012812	3.680829	255.70166	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=2048__seed=0__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.866563	0.695156	0.999687	0.871406	0.000313	0.128594	0.015312	3.634534	210.424805	runs/20260329_230838__ocr_ablate_loss005_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.867969	0.698281	0.998906	0.874063	0.001094	0.125781	0.013594	3.712061	210.424805	runs/20260330_002251__ocr_ablate_loss010_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.862344	0.692031	0.999531	0.864938	0.000469	0.135	0.014219	3.756339	210.424805	runs/20260330_013827__ocr_ablate_loss020_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.859844	0.69	0.999062	0.864677	0.000937	0.135156	0.015156	3.663217	210.424805	runs/20260330_025354__ocr_ablate_loss050_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.863906	0.695156	0.999375	0.870417	0.000625	0.129531	0.016563	3.693261	210.424805	runs/20260330_063133__ocr_ablate_margin005_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.866563	0.695156	0.999687	0.871406	0.000313	0.128594	0.015312	3.699896	210.424805	runs/20260330_074825__ocr_ablate_margin010_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.869531	0.697812	0.999062	0.873344	0.000937	0.126562	0.015	3.73554	210.424805	runs/20260330_090311__ocr_ablate_margin020_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.862812	0.689375	0.999062	0.865021	0.000937	0.134844	0.015312	3.648513	208.918945	runs/20260330_124159__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.862812	0.689375	0.999062	0.865021	0.000937	0.134844	0.015312	3.700613	208.918945	runs/20260330_134744__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.866563	0.695156	0.999687	0.871406	0.000313	0.128594	0.015312	3.701412	210.424805	runs/20260330_150155__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.878594	0.693594	0.99875	0.884875	0.00125	0.115	0.014531	3.64503	214.944336	runs/20260330_161813__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.862812	0.689375	0.999062	0.865021	0.000937	0.134844	0.015312	3.681894	208.918945	runs/20260330_181527__ocr_ablate_dim064_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.866563	0.695156	0.999687	0.871406	0.000313	0.128594	0.015312	3.548365	210.424805	runs/20260330_193133__ocr_ablate_dim128_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.878594	0.693594	0.99875	0.884875	0.00125	0.115	0.014531	3.699999	214.944336	runs/20260330_204645__ocr_ablate_dim256_decoys256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	1	0.878594	0.693594	0.99875	0.884875	0.00125	0.115	0.014531	3.686748	214.956055	runs/20260331_205039__step2_ocr_r1_d256/model=rft_ocr_head__L=2048__seed=1__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.889687	0.712812	0.999219	0.893667	0.000781	0.10625	0.013281	3.617178	210.424805	runs/20260329_230838__ocr_ablate_loss005_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.892656	0.71375	0.999375	0.894938	0.000625	0.105	0.011719	3.8306	210.424805	runs/20260330_002251__ocr_ablate_loss010_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.88875	0.716562	0.999844	0.89	0.000156	0.11	0.013437	3.731145	210.424805	runs/20260330_013827__ocr_ablate_loss020_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.883281	0.718906	0.999531	0.884656	0.000469	0.115312	0.010781	3.671573	210.424805	runs/20260330_025354__ocr_ablate_loss050_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
rft_ocr_head	2048	256	1	2	0.889375	0.719844	0.999375	0.890271	0.000625	0.109687	0.01125	3.692831	210.424805	runs/20260330_063133__ocr_ablate_margin005_decoys256/model=rft_ocr_head__L=2048__seed=2__decoys=256__repeats=1__topm=16__lr=0.0003__bs=16__steps=2000
